"SteuerJahr","QuarSort","QuarLang","SteuerTarifSort","SteuerTarifLang","SteuerEinkommen_p50","SteuerEinkommen_p25","SteuerEinkommen_p75"
2002,101,"Höngg",1,"Verheiratetentarif",80.1,57.7,116.25
2002,101,"Höngg",2,"Einelternfamilientarif",45.65,29.3,65.5
2002,102,"Wipkingen",0,"Grundtarif",38.9,19.9,58.5
2002,102,"Wipkingen",1,"Verheiratetentarif",64.1,44.9,89
2002,102,"Wipkingen",2,"Einelternfamilientarif",40.7,22.1,57.6
2002,111,"Affoltern",0,"Grundtarif",35,18.4,51.8
2002,111,"Affoltern",1,"Verheiratetentarif",65.2,46.8,87
2002,111,"Affoltern",2,"Einelternfamilientarif",37.2,22.7,55.4
2002,115,"Oerlikon",0,"Grundtarif",40.1,20.6,59.6
2002,115,"Oerlikon",1,"Verheiratetentarif",69.7,47.5,99.5
2002,115,"Oerlikon",2,"Einelternfamilientarif",40.1,22.6,59.9
2002,119,"Seebach",0,"Grundtarif",34.7,18,51
2002,119,"Seebach",1,"Verheiratetentarif",59.9,43,81.4
2002,119,"Seebach",2,"Einelternfamilientarif",33.7,15.2,51.7
2002,121,"Saatlen",0,"Grundtarif",30.585,16.1,45.2
2002,121,"Saatlen",1,"Verheiratetentarif",58.1,42.4,75.5
2002,121,"Saatlen",2,"Einelternfamilientarif",31.65,17.9,43.7
2002,122,"Schwamendingen-Mitte",0,"Grundtarif",33.1,18.3,48.8
2002,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",58.55,40.3,77.9
2002,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",34.3,16.5,48.1
2002,123,"Hirzenbach",0,"Grundtarif",29,15,43.8
2002,123,"Hirzenbach",1,"Verheiratetentarif",58.5,43,75.9
2002,123,"Hirzenbach",2,"Einelternfamilientarif",33.7,18.8,46.8
2003,11,"Rathaus",0,"Grundtarif",45,19.6,73.8
2003,11,"Rathaus",1,"Verheiratetentarif",88.4,51.7,142.8
2003,11,"Rathaus",2,"Einelternfamilientarif",52.4,32.6,109.7
2003,12,"Hochschulen",0,"Grundtarif",32.25,13.4,61.7
2003,12,"Hochschulen",1,"Verheiratetentarif",98.1,56.4,205.6
2003,12,"Hochschulen",2,"Einelternfamilientarif",,,
2003,13,"Lindenhof",0,"Grundtarif",48.3,20,84.2
2003,13,"Lindenhof",1,"Verheiratetentarif",119.2,68.2,184.4
2003,13,"Lindenhof",2,"Einelternfamilientarif",62.05,27.45,104.1
2003,14,"City",0,"Grundtarif",37.5,13,69.4
2003,14,"City",1,"Verheiratetentarif",80.2,50,113.6
2003,14,"City",2,"Einelternfamilientarif",,,
2003,21,"Wollishofen",0,"Grundtarif",39.2,20.1,59.5
2003,21,"Wollishofen",1,"Verheiratetentarif",73.7,52.5,106
2003,21,"Wollishofen",2,"Einelternfamilientarif",42.3,23.2,64.3
2003,23,"Leimbach",0,"Grundtarif",34.8,18.2,53.7
2003,23,"Leimbach",1,"Verheiratetentarif",68.45,48.8,95.4
2003,23,"Leimbach",2,"Einelternfamilientarif",43,24.4,65.3
2003,24,"Enge",0,"Grundtarif",47.2,22.6,73
2003,24,"Enge",1,"Verheiratetentarif",90.2,57.5,149.6
2003,24,"Enge",2,"Einelternfamilientarif",46.9,24,92
2003,31,"Alt-Wiedikon",0,"Grundtarif",40,21.6,60.1
2003,31,"Alt-Wiedikon",1,"Verheiratetentarif",64.9,42.15,94.65
2003,31,"Alt-Wiedikon",2,"Einelternfamilientarif",39.7,23.4,59.5
2003,33,"Friesenberg",0,"Grundtarif",29.8,12.5,46.4
2003,33,"Friesenberg",1,"Verheiratetentarif",63.9,47.9,83.85
2003,33,"Friesenberg",2,"Einelternfamilientarif",39.5,22.8,51.1
2003,34,"Sihlfeld",0,"Grundtarif",35.5,18.7,53.6
2003,34,"Sihlfeld",1,"Verheiratetentarif",57.5,38.85,76.4
2003,34,"Sihlfeld",2,"Einelternfamilientarif",32.25,17.7,48.5
2003,41,"Werd",0,"Grundtarif",38,18.7,58.7
2003,41,"Werd",1,"Verheiratetentarif",60.15,36.3,85.8
2003,41,"Werd",2,"Einelternfamilientarif",30.1,16.1,46.5
2003,42,"Langstrasse",0,"Grundtarif",34.1,16,53.4
2003,42,"Langstrasse",1,"Verheiratetentarif",54.7,34.45,77.35
2003,42,"Langstrasse",2,"Einelternfamilientarif",35,17.4,49
2003,44,"Hard",0,"Grundtarif",29.9,16,45.3
2003,44,"Hard",1,"Verheiratetentarif",54.2,37.1,71.5
2003,44,"Hard",2,"Einelternfamilientarif",32.2,15.35,45.85
2003,51,"Gewerbeschule",0,"Grundtarif",37,18.1,55.6
2003,51,"Gewerbeschule",1,"Verheiratetentarif",58.1,38.8,76.5
2003,51,"Gewerbeschule",2,"Einelternfamilientarif",33.9,19,48.25
2003,52,"Escher Wyss",0,"Grundtarif",47.05,25.35,67.7
2003,52,"Escher Wyss",1,"Verheiratetentarif",71.85,47.5,101.85
2003,52,"Escher Wyss",2,"Einelternfamilientarif",49.9,27.9,73.7
2003,61,"Unterstrass",0,"Grundtarif",40.6,21.3,62
2003,61,"Unterstrass",1,"Verheiratetentarif",70.2,49.3,99.5
2003,61,"Unterstrass",2,"Einelternfamilientarif",39.8,24.02,59.1
2003,63,"Oberstrass",0,"Grundtarif",45.45,20.3,71.8
2003,63,"Oberstrass",1,"Verheiratetentarif",106.5,66.7,171.4
2003,63,"Oberstrass",2,"Einelternfamilientarif",59.8,33.5,88
2003,71,"Fluntern",0,"Grundtarif",48.45,16.95,81.7
2003,71,"Fluntern",1,"Verheiratetentarif",128.2,76.4,218.4
2003,71,"Fluntern",2,"Einelternfamilientarif",64.8,39.2,113.7
2003,72,"Hottingen",0,"Grundtarif",45.9,19.6,75
2003,72,"Hottingen",1,"Verheiratetentarif",109.3,66.6,182.8
2003,72,"Hottingen",2,"Einelternfamilientarif",52.9,30.15,85.55
2003,73,"Hirslanden",0,"Grundtarif",42.4,19.5,67.95
2003,73,"Hirslanden",1,"Verheiratetentarif",88.9,59.65,144.95
2003,73,"Hirslanden",2,"Einelternfamilientarif",51.1,30.9,80.6
2003,74,"Witikon",0,"Grundtarif",44.1,20.6,68
2003,74,"Witikon",1,"Verheiratetentarif",90.1,58.4,137.3
2003,74,"Witikon",2,"Einelternfamilientarif",53.8,31.3,84.1
2003,81,"Seefeld",0,"Grundtarif",47.5,23.1,72.3
2003,81,"Seefeld",1,"Verheiratetentarif",90.1,54.25,144.3
2003,81,"Seefeld",2,"Einelternfamilientarif",50,29.3,89.9
2003,82,"Mühlebach",0,"Grundtarif",44.4,21.8,69.6
2003,82,"Mühlebach",1,"Verheiratetentarif",87.25,54.15,136.75
2003,82,"Mühlebach",2,"Einelternfamilientarif",50.25,32.1,69
2003,83,"Weinegg",0,"Grundtarif",44.7,19.7,68.1
2003,83,"Weinegg",1,"Verheiratetentarif",88.6,62.1,132.9
2003,83,"Weinegg",2,"Einelternfamilientarif",50.4,25.8,65.3
2003,91,"Albisrieden",0,"Grundtarif",36.8,20.7,54.5
2003,91,"Albisrieden",1,"Verheiratetentarif",65,48,89.95
2003,91,"Albisrieden",2,"Einelternfamilientarif",37.6,22.1,54.2
2003,92,"Altstetten",0,"Grundtarif",36.55,19.8,53.2
2003,92,"Altstetten",1,"Verheiratetentarif",61.4,45.3,82.6
2003,92,"Altstetten",2,"Einelternfamilientarif",36.7,20.8,50.55
2003,101,"Höngg",0,"Grundtarif",45.1,23,66.1
2003,101,"Höngg",1,"Verheiratetentarif",79.4,57.3,115.2
2003,101,"Höngg",2,"Einelternfamilientarif",45.1,29,64.8
2003,102,"Wipkingen",0,"Grundtarif",39.3,19.9,58.9
2003,102,"Wipkingen",1,"Verheiratetentarif",64.6,46.3,90.9
2003,102,"Wipkingen",2,"Einelternfamilientarif",40.3,21.2,56.5
2003,111,"Affoltern",0,"Grundtarif",34.4,17.9,51.2
2003,111,"Affoltern",1,"Verheiratetentarif",64.8,46,88
2003,111,"Affoltern",2,"Einelternfamilientarif",37.35,21.55,52.4
2003,115,"Oerlikon",0,"Grundtarif",40,21,59.8
2003,115,"Oerlikon",1,"Verheiratetentarif",69.1,47.8,99.25
2003,115,"Oerlikon",2,"Einelternfamilientarif",39,20.5,57.2
2003,119,"Seebach",0,"Grundtarif",34.8,18,51.5
2003,119,"Seebach",1,"Verheiratetentarif",60.5,42.6,80.9
2003,119,"Seebach",2,"Einelternfamilientarif",34.5,19.5,50.7
2003,121,"Saatlen",0,"Grundtarif",30.5,15,44.5
2003,121,"Saatlen",1,"Verheiratetentarif",57.45,41.5,75.6
2003,121,"Saatlen",2,"Einelternfamilientarif",31.9,19.1,45.5
2003,122,"Schwamendingen-Mitte",0,"Grundtarif",32.5,18.4,48.3
2003,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",58.5,41.2,77.6
2003,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",31,13.6,45.65
2003,123,"Hirzenbach",0,"Grundtarif",29.65,15.1,43.8
2003,123,"Hirzenbach",1,"Verheiratetentarif",58.6,42.5,74.7
2003,123,"Hirzenbach",2,"Einelternfamilientarif",32.35,18.7,46.6
2004,11,"Rathaus",0,"Grundtarif",41.95,17.2,72.17
2004,11,"Rathaus",1,"Verheiratetentarif",97.35,59.65,149.5
2004,11,"Rathaus",2,"Einelternfamilientarif",54.8,34.8,102.4
2004,12,"Hochschulen",0,"Grundtarif",32.85,12.1,63.3
2004,12,"Hochschulen",1,"Verheiratetentarif",100.65,53.7,198.4
2004,12,"Hochschulen",2,"Einelternfamilientarif",,,
2004,13,"Lindenhof",0,"Grundtarif",51,20,89.2
2004,13,"Lindenhof",1,"Verheiratetentarif",119.35,65.55,184.45
2004,13,"Lindenhof",2,"Einelternfamilientarif",,,
2004,14,"City",0,"Grundtarif",36,14.1,70.9
2004,14,"City",1,"Verheiratetentarif",79.7,51.5,123.2
2004,14,"City",2,"Einelternfamilientarif",,,
2004,21,"Wollishofen",0,"Grundtarif",38.6,19.25,59.5
2004,21,"Wollishofen",1,"Verheiratetentarif",74.2,52.4,108.3
2004,21,"Wollishofen",2,"Einelternfamilientarif",41.2,25.1,63
2004,23,"Leimbach",0,"Grundtarif",34.1,18,52.7
2004,23,"Leimbach",1,"Verheiratetentarif",68.25,45.75,94.05
2004,23,"Leimbach",2,"Einelternfamilientarif",41,20.3,58.3
2004,24,"Enge",0,"Grundtarif",47.2,21.6,74.9
2004,24,"Enge",1,"Verheiratetentarif",92.6,58.05,150
2004,24,"Enge",2,"Einelternfamilientarif",46.7,25,93.1
2004,31,"Alt-Wiedikon",0,"Grundtarif",40.4,21.1,60.9
2004,31,"Alt-Wiedikon",1,"Verheiratetentarif",65.6,42.05,96.15
2004,31,"Alt-Wiedikon",2,"Einelternfamilientarif",43.55,22.05,66.5
2004,33,"Friesenberg",0,"Grundtarif",28.5,10.5,47
2004,33,"Friesenberg",1,"Verheiratetentarif",63.5,46.9,85.4
2004,33,"Friesenberg",2,"Einelternfamilientarif",38.7,22.1,54.9
2004,34,"Sihlfeld",0,"Grundtarif",35.5,18.6,53.7
2004,34,"Sihlfeld",1,"Verheiratetentarif",56.6,37,77
2004,34,"Sihlfeld",2,"Einelternfamilientarif",33.3,16.3,48.2
2004,41,"Werd",0,"Grundtarif",39.15,17.9,59.9
2004,41,"Werd",1,"Verheiratetentarif",55.2,34.8,89.6
2004,41,"Werd",2,"Einelternfamilientarif",33.6,21.6,58
2004,42,"Langstrasse",0,"Grundtarif",33.1,15.3,54.65
2004,42,"Langstrasse",1,"Verheiratetentarif",52,31.2,76.6
2004,42,"Langstrasse",2,"Einelternfamilientarif",34.2,18.1,51.7
2004,44,"Hard",0,"Grundtarif",29.8,15.4,45
2004,44,"Hard",1,"Verheiratetentarif",53,36.3,70
2004,44,"Hard",2,"Einelternfamilientarif",30.2,12.8,46.3
2004,51,"Gewerbeschule",0,"Grundtarif",37,17.1,56.4
2004,51,"Gewerbeschule",1,"Verheiratetentarif",56.4,39.3,77
2004,51,"Gewerbeschule",2,"Einelternfamilientarif",34.2,17.6,49.4
2004,52,"Escher Wyss",0,"Grundtarif",47.2,24.35,68.85
2004,52,"Escher Wyss",1,"Verheiratetentarif",73.1,47.9,109.9
2004,52,"Escher Wyss",2,"Einelternfamilientarif",40.5,15.3,60.8
2004,61,"Unterstrass",0,"Grundtarif",40.9,21.1,63.1
2004,61,"Unterstrass",1,"Verheiratetentarif",70,49.4,101.4
2004,61,"Unterstrass",2,"Einelternfamilientarif",42,24.55,61.6
2004,63,"Oberstrass",0,"Grundtarif",45.8,20,73.3
2004,63,"Oberstrass",1,"Verheiratetentarif",106.3,64.5,173.1
2004,63,"Oberstrass",2,"Einelternfamilientarif",61.3,35.05,101.4
2004,71,"Fluntern",0,"Grundtarif",48.9,17.4,82.8
2004,71,"Fluntern",1,"Verheiratetentarif",130.6,77.3,229
2004,71,"Fluntern",2,"Einelternfamilientarif",69.3,44.9,105.8
2004,72,"Hottingen",0,"Grundtarif",46.2,19.3,75.3
2004,72,"Hottingen",1,"Verheiratetentarif",110.4,66.4,187.2
2004,72,"Hottingen",2,"Einelternfamilientarif",59,31.1,96.55
2004,73,"Hirslanden",0,"Grundtarif",42.8,20.2,68.2
2004,73,"Hirslanden",1,"Verheiratetentarif",89.9,59.4,153.9
2004,73,"Hirslanden",2,"Einelternfamilientarif",54.85,32.45,79.55
2004,74,"Witikon",0,"Grundtarif",42.8,20,68.2
2004,74,"Witikon",1,"Verheiratetentarif",90.1,58.4,136.9
2004,74,"Witikon",2,"Einelternfamilientarif",53,31.4,81.9
2004,81,"Seefeld",0,"Grundtarif",47.5,22.8,73.3
2004,81,"Seefeld",1,"Verheiratetentarif",88.5,56.3,140
2004,81,"Seefeld",2,"Einelternfamilientarif",50.25,30.4,76.5
2004,82,"Mühlebach",0,"Grundtarif",43.4,20,70
2004,82,"Mühlebach",1,"Verheiratetentarif",86.7,55.2,140.4
2004,82,"Mühlebach",2,"Einelternfamilientarif",47,30.2,69
2004,83,"Weinegg",0,"Grundtarif",43.9,18.2,66.5
2004,83,"Weinegg",1,"Verheiratetentarif",87.95,59.9,134.3
2004,83,"Weinegg",2,"Einelternfamilientarif",51.75,30.5,70.75
2004,91,"Albisrieden",0,"Grundtarif",36.5,20,53.9
2004,91,"Albisrieden",1,"Verheiratetentarif",65.05,47.3,90.65
2004,91,"Albisrieden",2,"Einelternfamilientarif",36.8,21.85,53.8
2004,92,"Altstetten",0,"Grundtarif",36.1,19.05,53.1
2004,92,"Altstetten",1,"Verheiratetentarif",61.25,44.4,83
2004,92,"Altstetten",2,"Einelternfamilientarif",36.45,20.8,51
2004,101,"Höngg",0,"Grundtarif",44.3,22.3,65.2
2004,101,"Höngg",1,"Verheiratetentarif",80,56.9,117.1
2004,101,"Höngg",2,"Einelternfamilientarif",44.4,28,63.2
2004,102,"Wipkingen",0,"Grundtarif",39.4,19.6,58.7
2004,102,"Wipkingen",1,"Verheiratetentarif",64.8,45,90
2004,102,"Wipkingen",2,"Einelternfamilientarif",40.5,25,57.6
2004,111,"Affoltern",0,"Grundtarif",34.2,17.6,51.3
2004,111,"Affoltern",1,"Verheiratetentarif",64.65,45.6,87.55
2004,111,"Affoltern",2,"Einelternfamilientarif",35.7,20.2,53.7
2004,115,"Oerlikon",0,"Grundtarif",39.8,20.3,59.9
2004,115,"Oerlikon",1,"Verheiratetentarif",70,46.9,99.5
2004,115,"Oerlikon",2,"Einelternfamilientarif",38.5,18.8,57
2004,119,"Seebach",0,"Grundtarif",34.2,17,51.2
2004,119,"Seebach",1,"Verheiratetentarif",60.2,41.9,81.3
2004,119,"Seebach",2,"Einelternfamilientarif",36.1,16.9,52.2
2004,121,"Saatlen",0,"Grundtarif",29.7,13.35,44.35
2004,121,"Saatlen",1,"Verheiratetentarif",56.95,39.85,74.75
2004,121,"Saatlen",2,"Einelternfamilientarif",30,19,44
2004,122,"Schwamendingen-Mitte",0,"Grundtarif",31.9,18.2,47.7
2004,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",57.2,40.05,77.3
2004,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",31.55,12.4,47.7
2004,123,"Hirzenbach",0,"Grundtarif",29.1,14.9,42.5
2004,123,"Hirzenbach",1,"Verheiratetentarif",58.1,41.4,75.1
2004,123,"Hirzenbach",2,"Einelternfamilientarif",31.9,15.8,44.7
2005,11,"Rathaus",0,"Grundtarif",44.3,17.9,74
2005,11,"Rathaus",1,"Verheiratetentarif",100.6,62.7,158.3
2005,11,"Rathaus",2,"Einelternfamilientarif",47.25,35,96.1
2005,12,"Hochschulen",0,"Grundtarif",32.75,12.1,63.15
2005,12,"Hochschulen",1,"Verheiratetentarif",102.35,50.9,191.2
2005,12,"Hochschulen",2,"Einelternfamilientarif",,,
2005,13,"Lindenhof",0,"Grundtarif",50.3,21.3,91.5
2005,13,"Lindenhof",1,"Verheiratetentarif",112.9,72.3,197.6
2005,13,"Lindenhof",2,"Einelternfamilientarif",,,
2005,14,"City",0,"Grundtarif",35.6,10.7,73.9
2005,14,"City",1,"Verheiratetentarif",82.3,50.45,119.1
2005,14,"City",2,"Einelternfamilientarif",,,
2005,21,"Wollishofen",0,"Grundtarif",38.7,18.5,60.2
2005,21,"Wollishofen",1,"Verheiratetentarif",74.3,52.1,109.9
2005,21,"Wollishofen",2,"Einelternfamilientarif",41.05,25.4,63.4
2005,23,"Leimbach",0,"Grundtarif",35,18.55,54.05
2005,23,"Leimbach",1,"Verheiratetentarif",70.2,49.05,98.2
2005,23,"Leimbach",2,"Einelternfamilientarif",44.3,20,63.7
2005,24,"Enge",0,"Grundtarif",48.2,22.7,76.9
2005,24,"Enge",1,"Verheiratetentarif",96.9,59.4,161.3
2005,24,"Enge",2,"Einelternfamilientarif",50.8,22.7,89
2005,31,"Alt-Wiedikon",0,"Grundtarif",42.15,22.3,63.3
2005,31,"Alt-Wiedikon",1,"Verheiratetentarif",66,42.1,99.7
2005,31,"Alt-Wiedikon",2,"Einelternfamilientarif",41.9,20,62.5
2005,33,"Friesenberg",0,"Grundtarif",28.1,9.4,47
2005,33,"Friesenberg",1,"Verheiratetentarif",63.75,47.4,85.1
2005,33,"Friesenberg",2,"Einelternfamilientarif",38.75,24.3,55
2005,34,"Sihlfeld",0,"Grundtarif",35.7,18,54.4
2005,34,"Sihlfeld",1,"Verheiratetentarif",55.7,36.1,77.4
2005,34,"Sihlfeld",2,"Einelternfamilientarif",34.45,15.6,50
2005,41,"Werd",0,"Grundtarif",39.9,19.3,61
2005,41,"Werd",1,"Verheiratetentarif",58.45,32.2,89.6
2005,41,"Werd",2,"Einelternfamilientarif",42.7,23.6,74.2
2005,42,"Langstrasse",0,"Grundtarif",34.5,15.4,55.9
2005,42,"Langstrasse",1,"Verheiratetentarif",52.05,31.5,74.6
2005,42,"Langstrasse",2,"Einelternfamilientarif",31.55,11.35,48
2005,44,"Hard",0,"Grundtarif",29.2,14.8,45.7
2005,44,"Hard",1,"Verheiratetentarif",52.1,34.9,70.1
2005,44,"Hard",2,"Einelternfamilientarif",28,11.3,44
2005,51,"Gewerbeschule",0,"Grundtarif",37.4,18.5,58.1
2005,51,"Gewerbeschule",1,"Verheiratetentarif",56.3,38.25,77.45
2005,51,"Gewerbeschule",2,"Einelternfamilientarif",36.35,23,52.2
2005,52,"Escher Wyss",0,"Grundtarif",46.7,24.5,71.4
2005,52,"Escher Wyss",1,"Verheiratetentarif",72.9,44.5,117.7
2005,52,"Escher Wyss",2,"Einelternfamilientarif",48.7,29.3,71
2005,61,"Unterstrass",0,"Grundtarif",41.3,21.4,64.1
2005,61,"Unterstrass",1,"Verheiratetentarif",70.9,50.2,104.9
2005,61,"Unterstrass",2,"Einelternfamilientarif",40.35,24.15,59.85
2005,63,"Oberstrass",0,"Grundtarif",46.8,21.1,76.4
2005,63,"Oberstrass",1,"Verheiratetentarif",109.45,68.1,173.5
2005,63,"Oberstrass",2,"Einelternfamilientarif",57.3,32.5,95.1
2005,71,"Fluntern",0,"Grundtarif",50.1,16.9,86.7
2005,71,"Fluntern",1,"Verheiratetentarif",138.9,80.05,244.55
2005,71,"Fluntern",2,"Einelternfamilientarif",62,40.4,96.45
2005,72,"Hottingen",0,"Grundtarif",47.1,20.3,76.7
2005,72,"Hottingen",1,"Verheiratetentarif",116.2,68.9,197.5
2005,72,"Hottingen",2,"Einelternfamilientarif",61.05,39.1,96.5
2005,73,"Hirslanden",0,"Grundtarif",43.7,20.9,68.4
2005,73,"Hirslanden",1,"Verheiratetentarif",92.7,59.8,158.25
2005,73,"Hirslanden",2,"Einelternfamilientarif",50.1,28.25,78.6
2005,74,"Witikon",0,"Grundtarif",43.4,19.4,67
2005,74,"Witikon",1,"Verheiratetentarif",92.2,58.9,140.8
2005,74,"Witikon",2,"Einelternfamilientarif",53.1,32.7,86.2
2005,81,"Seefeld",0,"Grundtarif",49.25,24.1,77.2
2005,81,"Seefeld",1,"Verheiratetentarif",91.8,54.9,138.3
2005,81,"Seefeld",2,"Einelternfamilientarif",50.3,31.5,84.7
2005,82,"Mühlebach",0,"Grundtarif",45.25,20.9,71.7
2005,82,"Mühlebach",1,"Verheiratetentarif",93.2,56.8,140.9
2005,82,"Mühlebach",2,"Einelternfamilientarif",50.65,28.9,70.7
2005,83,"Weinegg",0,"Grundtarif",43.8,17.95,66.4
2005,83,"Weinegg",1,"Verheiratetentarif",90.3,62.3,142.2
2005,83,"Weinegg",2,"Einelternfamilientarif",50.4,32.3,74.6
2005,91,"Albisrieden",0,"Grundtarif",36.3,20,55
2005,91,"Albisrieden",1,"Verheiratetentarif",66.4,47,91.8
2005,91,"Albisrieden",2,"Einelternfamilientarif",38.8,20.75,57.2
2005,92,"Altstetten",0,"Grundtarif",35.9,18.2,53.2
2005,92,"Altstetten",1,"Verheiratetentarif",61.1,44.1,82.6
2005,92,"Altstetten",2,"Einelternfamilientarif",35.25,19,51.7
2005,101,"Höngg",0,"Grundtarif",44.7,22.6,67.1
2005,101,"Höngg",1,"Verheiratetentarif",82,57.9,120.8
2005,101,"Höngg",2,"Einelternfamilientarif",44.2,28.9,65.4
2005,102,"Wipkingen",0,"Grundtarif",39.5,19.4,59.1
2005,102,"Wipkingen",1,"Verheiratetentarif",65.5,45.3,93.7
2005,102,"Wipkingen",2,"Einelternfamilientarif",41.4,24.3,59.75
2005,111,"Affoltern",0,"Grundtarif",34.7,17.8,52
2005,111,"Affoltern",1,"Verheiratetentarif",64.3,45.4,87.3
2005,111,"Affoltern",2,"Einelternfamilientarif",35,17.9,50
2005,115,"Oerlikon",0,"Grundtarif",39.8,20,60.6
2005,115,"Oerlikon",1,"Verheiratetentarif",69.8,47.2,102.8
2005,115,"Oerlikon",2,"Einelternfamilientarif",38.5,20.6,58.6
2005,119,"Seebach",0,"Grundtarif",34.3,16.8,51.9
2005,119,"Seebach",1,"Verheiratetentarif",60.6,41.4,82.4
2005,119,"Seebach",2,"Einelternfamilientarif",32.9,13.6,50
2005,121,"Saatlen",0,"Grundtarif",29.3,13.7,45
2005,121,"Saatlen",1,"Verheiratetentarif",55.9,39,75
2005,121,"Saatlen",2,"Einelternfamilientarif",33.3,19.6,47.1
2005,122,"Schwamendingen-Mitte",0,"Grundtarif",31.2,16.6,47.8
2005,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",56.4,38.6,76.2
2005,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",28.1,9.2,43.9
2005,123,"Hirzenbach",0,"Grundtarif",28.5,13.9,42.9
2005,123,"Hirzenbach",1,"Verheiratetentarif",57.4,40.2,74.1
2005,123,"Hirzenbach",2,"Einelternfamilientarif",33.1,15.9,46.8
2006,11,"Rathaus",0,"Grundtarif",45,19.1,73.5
2006,11,"Rathaus",1,"Verheiratetentarif",106.55,62,165.3
2006,11,"Rathaus",2,"Einelternfamilientarif",41.7,19.5,83.1
2006,12,"Hochschulen",0,"Grundtarif",32.85,12.3,71.15
2006,12,"Hochschulen",1,"Verheiratetentarif",96.65,50.4,203.5
2006,12,"Hochschulen",2,"Einelternfamilientarif",,,
2006,13,"Lindenhof",0,"Grundtarif",51.65,22.15,89.2
2006,13,"Lindenhof",1,"Verheiratetentarif",115.5,70.9,189.1
2006,13,"Lindenhof",2,"Einelternfamilientarif",,,
2006,14,"City",0,"Grundtarif",35.8,8.2,75.8
2006,14,"City",1,"Verheiratetentarif",85.7,57.3,131.1
2006,14,"City",2,"Einelternfamilientarif",,,
2006,21,"Wollishofen",0,"Grundtarif",39.3,19.3,61.1
2006,21,"Wollishofen",1,"Verheiratetentarif",74.05,51.95,111.75
2006,21,"Wollishofen",2,"Einelternfamilientarif",38.6,23,60.9
2006,23,"Leimbach",0,"Grundtarif",35.6,19.5,55.1
2006,23,"Leimbach",1,"Verheiratetentarif",69.2,46.35,97
2006,23,"Leimbach",2,"Einelternfamilientarif",38.9,20,58
2006,24,"Enge",0,"Grundtarif",49.4,23.1,77.5
2006,24,"Enge",1,"Verheiratetentarif",96.35,58.3,161.35
2006,24,"Enge",2,"Einelternfamilientarif",49.8,24.3,91.1
2006,31,"Alt-Wiedikon",0,"Grundtarif",43.6,22.4,65.3
2006,31,"Alt-Wiedikon",1,"Verheiratetentarif",65,38.8,102.9
2006,31,"Alt-Wiedikon",2,"Einelternfamilientarif",40.3,20,61.2
2006,33,"Friesenberg",0,"Grundtarif",28.8,9.7,48.2
2006,33,"Friesenberg",1,"Verheiratetentarif",62.1,44.6,84.8
2006,33,"Friesenberg",2,"Einelternfamilientarif",36.6,20,51.4
2006,34,"Sihlfeld",0,"Grundtarif",36.7,18.6,55.5
2006,34,"Sihlfeld",1,"Verheiratetentarif",54.45,35.6,77.35
2006,34,"Sihlfeld",2,"Einelternfamilientarif",31.4,14.2,48
2006,41,"Werd",0,"Grundtarif",40.45,19.4,62.4
2006,41,"Werd",1,"Verheiratetentarif",56.7,28.8,92.7
2006,41,"Werd",2,"Einelternfamilientarif",43.75,26.45,68.85
2006,42,"Langstrasse",0,"Grundtarif",35.2,15.8,57.05
2006,42,"Langstrasse",1,"Verheiratetentarif",49,30,73.1
2006,42,"Langstrasse",2,"Einelternfamilientarif",32.8,13.85,56.75
2006,44,"Hard",0,"Grundtarif",29.7,15.1,46.3
2006,44,"Hard",1,"Verheiratetentarif",50.2,33.4,68.5
2006,44,"Hard",2,"Einelternfamilientarif",26.1,8.7,40.9
2006,51,"Gewerbeschule",0,"Grundtarif",38.1,19.1,59.4
2006,51,"Gewerbeschule",1,"Verheiratetentarif",56.2,37.1,75.8
2006,51,"Gewerbeschule",2,"Einelternfamilientarif",34.4,19,51.6
2006,52,"Escher Wyss",0,"Grundtarif",50.6,27.4,74.7
2006,52,"Escher Wyss",1,"Verheiratetentarif",75.2,47.9,120.1
2006,52,"Escher Wyss",2,"Einelternfamilientarif",42.6,20,67.3
2006,61,"Unterstrass",0,"Grundtarif",41.2,21.1,64.7
2006,61,"Unterstrass",1,"Verheiratetentarif",71.05,49.7,105.8
2006,61,"Unterstrass",2,"Einelternfamilientarif",38.3,22.7,58
2006,63,"Oberstrass",0,"Grundtarif",48.55,22.2,77.4
2006,63,"Oberstrass",1,"Verheiratetentarif",110,68.9,180
2006,63,"Oberstrass",2,"Einelternfamilientarif",54.65,29.4,89.4
2006,71,"Fluntern",0,"Grundtarif",52.1,17.8,91.3
2006,71,"Fluntern",1,"Verheiratetentarif",140.6,81.1,250.2
2006,71,"Fluntern",2,"Einelternfamilientarif",62.2,37.7,98.8
2006,72,"Hottingen",0,"Grundtarif",47.6,20.4,78.9
2006,72,"Hottingen",1,"Verheiratetentarif",119.4,70.8,203.6
2006,72,"Hottingen",2,"Einelternfamilientarif",57.8,36.4,94.3
